question,answer
ZTE Blade A31 et A31 Lite disponibles chez Orange à partir de 19000F CFA,"ZTE Blade A31 et A31 Lite disponibles chez Orange à partir de 19000F CFA Profiter de la nouvelle offre entrée de gamme ZTE à bon prix Ces smartphones disposent d’un écran allant jusqu’à 5’’4 pouce, une bonne capacité de stockage de 32 GB et une batterie allant jusqu’à 3000 mAh qui dure plus longtemps. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#. Rendez-vous sur la boutique en ligne de Orange pour plus d’infos."
TCL 403 est disponible chez Orange à partir de 31900F cfa,"Profitez de la nouvelle référence de TCL 403 entrée de gamme. Avec un grand écran de 6 pouce, une bonne capacité de stockage de 32 GB et une batterie 3000 mAh, nos clients bénéficient d’un usage longue durée pour profiter pleinement de leur smartphone 4G au meilleur prix. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours Rendez-vous sur la boutique en ligne de Orange pour plus d’infos."
Samsung Galaxy Z Fold5 et Z Flip5 disponibles chez Orange à partir de 630.000F,Des smartphones pliables conçus pour une expérience inoubliable au quotidien avec Flex Mode. De plus beaux clichés avec la nouvelle matrice photo. Découvrez des téléphones incroyables à la durabilité améliorée avec des matériaux robustes et résistante à l’eau. Le Galaxy Z Fold 5 est également compatible avec le S Pen. Vous pouvez désormais affiner et retoucher vos vidéos avec une précision maximale. Orange offre 23 Go d’internet valable 01 Mois aux clients prépayés Jamono. Les 1ers clients bénéficieront dans la limite des stocks disponibles de : • Buds pro • Chargeur sans fil • D’une Garantie écran 1 an sur inscription Samsung Care+ dans le mois suivant l’achat.
Roaming National pour les clients Orange dans les zones ou le réseau n’est pas disponible,"Orange lance le Roaming National. Les clients présents dans les zones non couvertes par le réseau Orange pourront désormais bénéficier de la continuité du service avec les réseaux des autres opérateurs. En effet, quel que soit son profil, le client Orange concerné pourra continuer à communiquer (en national et à l’international) et à se connecter sur le meilleur réseau disponible dans la zone. L’offre concerne nos clients : Mobile prépayé (Orange et Kirène avec Orange)"
"Les Samsung A04s, A04 et A04e à partir de 53500 chez Orange","La gamme Samsung A04s, A04 et A04e à partir de 53.500 chez Orange Avec leur écran de 6.5 pouces, leur capacité de mémoire de 32/64/128 Gb Rom et 3 Gb Ram et une batterie longue durée de 5000 mAh pour une meilleure expérience avec des capteurs photos exceptionnels pour des photos lumineuses de jour comme de nuit. Un pass Internet de 4,5Go est offert aux clients prépayés : 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#. Rendez-vous sur la boutique en ligne de Orange pour plus d’infos."
Partenariat sur le paiement de factures par Orange Money avec Maersk Line,"Le paiement des factures Maersk Line sera désormais disponible dans l’application Orange Money et au #144#37#. Maersk Line est une entreprise spécialisée dans le transport des marchandises. Elle offre à ses clients divers services : fret aérien, transport maritime, transport routier, … Cette nouvelle solution déployée par Orange Money permettra aux clients de Maersk Line d’éviter les longues files d’attente et les pénalités que cela peut entrainer. Ils pourront désormais payer leurs factures 7J/7 et 24H/24 sans se déplacer."
Comment trouver un numéro sur l'annuaire en ligne de Orange Sonatel 1212,"Pour vos demandes de renseignement, retrouvez + de 23000 structures sur https://e-annuaire.orange.sn ou en téléchargeant l'appli sur http://onelink.to/88jyqr . Il suffit de renseigner le nom de la structure et appuyer sur recherche."
Comment effectuer un transfert international via Orange Money,"Transférez de l'argent facilement vers la Cote d'Ivoire, le Mali, le Burkina Faso; le Niger Suivez les instructions sur la video ci-dessous: Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi"
Comment effectuer un transfert national via orange Money,"Avec votre application Orange Money, transférez de l'argent facilement en quelques clics Suivez les instructions sur la video ci-dessous:"
Comment faire une demande de suspension provisoire 1413#,"Pour de suspension provisoire au #1413# il suffit de: Taper le #1413#, Choisir l’option 3 « Ma commande » Puis sur demande de suspension provisoire Saisir le numéro de la ligne Renseigner votre adresse email"
Comment suivre une demande d’abonnement au #1413#,"Comment suivre une demande d’abonnement au #1413# Pour suivre une demande d’abonnement au #1413#il suffit de: Taper le #1413#, Choisir l’option 3 « Ma commande » Puis sur suivre ma commande Saisir le numéro de la ligne ou le numéro de la demande valider"
Comment consulter le solde du crédit fixe au #1413#,"Pour consulter le solde du crédit fixe au #1413# il suffit de: Taper le #1413#, Choisir l’option 2 « Infos compte et facturation » Puis sur mon solde crédit Saisir le numéro de la ligne Saisir le numéro d’identification"
Comment consulter le solde du crédit fixe au #1413# il suffit de:,"Pour consulter le solde du crédit fixe au #1413# il suffit de: Taper le #1413#, Choisir l’option 2 « Infos compte et facturation » Puis sur mon solde crédit Saisir le numéro de la ligne Saisir le numéro d’identification"
Comment consulter les numéros favoris au #1413#,"Pour consulter les numéros favoris au #1413# il suffit de: Taper le #1413#, Choisir l’option 2 « Infos compte et facturation » Puis sur mes numéros favoris Saisir le numéro de la ligne Saisir le numéro d’identification"
Comment consulter le montant de ma facture Fixe Orange #1413#,"Pour consulter le montant de la facture d'une ligne fixe faut: Taper le #1413#, Choisir l’option 2 « Infos compte et facturation » Puis sur mes factures Saisir le numéro de la ligne Saisir le numéro d’identification"
Comment vérifier l'état d'une ligne au #1413#,"Comment vérifier l'état d'une ligne au #1413# Pour vérifier l'état d'une ligne il faut: Taper le #1413#, Choisir l’option 2 « Infos compte et facturation » Puis sur connaitre le statut de ma ligne Saisir le numéro de la ligne"
Comment suivre l'avancement d'un dérangement au #1413#,"Comment suivre l'avancement d'un dérangement au #1314# Pour suivre l'état d'avancement d'un dérangement il faut: Taper le #1413#, Choisir l’option 1 « Dérangement » Puis sur suivre un dérangement déjà signalé Saisir le numéro de la ligne à suivre"
Comment signaler un dérangement au #1413#,"Pour signaler un dérangement, il faut: Taper le #1413#, Choisir l’option 1 « Dérangement » Puis sur signaler un dérangement Saisir le numéro de la ligne à signaler Saisir le numéro de contact Saisir l’email (facultatif) Confirmer"
"Les Tecno Pop 7, Spark 10 et Phantom X2/X2 Pro sont disponibles chez Orange.","Avec la nouvelle gamme de Tecno, brillez dans n’importe quel environnement avec leurs écrans de 6,6 à 6.8 pouces. Leur bonne capacité de stockage et une batterie de 2000 à 5500 mAh optimisé par Android 12 vous permettront d’avoir un usage longue durée. Vous pourrez aussi bientôt profiter de la 5G avec le Spark 10 et les Phantom X2. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#. Tecno Pop 7 à partir de 44000 Spark 10 à partir de 99500 Phantom X2 à partir de 37500 Phantom X2 PRO à partir de 445000 Ils sont disponibles dans nos agences Orange, les Boutique Premium, Orange Boutique de DAKAR et sur Boutique.orange.sn"
Transférez de l’argent entre votre kalpé Orange Money et votre compte MECZY,"Transférez de l’argent entre votre kalpé Orange Money et votre compte MECZY OFMS (Orange Money) et MECZY (Mutuelle d’ Epargne et de crédit de la Zone de Yoff ) offrent à leurs clients en commun la possibilité d’approvisionner leur kalpé Orange Money à partir de leur compte MECZY et vice versa à partir de leur mobile (prochainement à partir de l’application Orange Money) en temps réel, sans se déplacer, 24h/24, 7j/7. Rendez-vous dans une agence MECZY pour la souscription pour l’activation du service Tapez #144#8125# et suivez le menu pour faire vos opérations de transfert entre votre kalpe et votre compte. Pour toute demande d'assistance, rendez-vous sur https://wa.me/221771370101"
IPad (9éme et 10éme génération) et l’iPad Air à partir de 410.000,"Les iPad (9éme et 10éme génération) et l’iPad Air sont disponibles chez Orange Grâce aux nouvelles fonctionnalités Puce A13/A14 Bionic et la 5G ces IPad sont plus que innovants. iPad 9éme génération : 410.000 iPad 10éme génération : 595.000 iPad Air 2022: 715.000 Dotés des écrans de 10,2’’ et de 10,9’’, profitez des performances ultra-rapides et d’un confort incomparable. Les IPad sont également compatibles avec l’Apple Pencil. Le package contient un câble UCB-C et un adaptateur secteur USB-C 20 W. Ils sont disponibles dans les agences Orange, Boutique Premium, Orange Boutique de DAKAR et sur Boutique.orange.sn Pour toute demande d'assistance, rendez-vous sur https://wa.me/221771370101"
Alcatel 1 Néo à 24.900 chez Orange,"Profitez du nouveau tarif du Alcatel 1 Néo avec son écran de 5 pouces au meilleur des prix. Il a une capacité de stockage de 32 GB pour vous permettre de profiter pleinement de votre smartphone et une batterie de 2000 mAh pour vous accompagner toute la journée. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#. Il est disponible dans less agences Orange, Boutique Premium, Orange Boutique de DAKAR et sur Boutique.orange.sn"
Qu'est-ce que Orange Energie et comment souscrire?,"Orange énergie est notre service de solutions globales d’énergie solaire. Elle propose ces 4 kits: Kit Yobaalé Kit Leeral Kit TV24’ Kit TV32’ Orange énergie est notre service de solutions globales d’énergie solaire. Elle propose ces 4 kits: Kit Eclairage Pour souscrire à nos packs Orange Energie, appelez le 800 00 20 40 Un rendez-vous vous sera donné pour la signature du contrat et l’installer votre kit solaire. Le délai d’installation est de 15 jours tout au plus après paiement des frais d’accès par Orange Money"
